Country,happiness_score,gdp_per_capita,family,health,freedom,generosity,government_trust,dystopia_residual,Year
Honduras,5.953199863,0.598763585,,0.791989982,0.568148077,0.256528199,0.086807102,2.464295387,2020
Latvia,5.949999809,1.14139545,,0.777902424,0.329198807,0.075407945,0.090391524,2.121283054,2020
Ecuador,5.925199986,0.853383601,,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834,2020
Portugal,5.910900116,1.168800831,,0.979315281,0.589895189,0.053036947,0.027733466,1.752558708,2020
Jamaica,5.889800072,0.779058397,,0.788434088,0.553124607,0.116268493,0.030147785,2.214436531,2020
Japan,5.870800018,1.26672411,,1.072881341,0.495465875,0.03571178,0.181439638,1.486200333,2020
Peru,5.796800137,0.91854918,,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,2020
Serbia,5.77820015,0.988181829,,0.828403294,0.395428419,0.15028289,0.059447147,2.029040098,2020
Bolivia,5.747499943,0.730976343,,0.662445664,0.5744645,0.138375074,0.072942637,2.425928593,2020
Pakistan,5.69329977,0.616799474,,0.469933242,0.405421734,0.228705063,0.122592121,2.976876736,2020
Paraguay,5.692100048,0.897990823,,0.735869646,0.586510062,0.204299241,0.065077379,1.83412528,2020
Dominican Republic,5.689199924,0.983191848,,0.741901696,0.5628739,0.112196781,0.115945682,1.844246864,2020
Bosnia and Herzegovina,5.674099922,0.91839546,,0.813928187,0.305365741,0.264005244,0.001172487,2.16724205,2020
Moldova,5.607500076,0.707916796,,0.713299453,0.389571488,0.174049184,0.014378744,2.370968342,2020
Tajikistan,5.555699825,0.474874616,,0.680594802,0.521141171,0.182417125,0.221779913,2.25650835,2020
Montenegro,5.54610014,1.010150075,,0.839028895,0.303223848,0.14901033,0.098435111,1.880565882,2020
Russia,5.546000004,1.126999617,,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743,2020
Kyrgyzstan,5.541500092,0.513180971,,0.680645883,0.614617765,0.30137074,0.030466691,2.060206652,2020
Belarus,5.539899826,1.018854499,,0.75258857,0.290755868,0.08993306,0.193607435,1.8069911,2020
Greece,5.514999866,1.128070116,,0.979431748,0.173516348,,0.048844352,2.016179085,2020
Croatia,5.504700184,1.109024286,,0.900575578,0.381456882,0.113998979,0.012325006,1.676029205,2020
Libya,5.488800049,1.021913767,,0.615626633,0.451354057,0.142757699,0.172258079,1.888563156,2020
Mongolia,5.456200123,0.904872775,,0.615788162,0.355703115,0.263885736,0.046533126,1.810527563,2020
Malaysia,5.384300232,1.168421626,,0.788511872,0.596941531,0.274886161,0.062163133,1.319420815,2020
Vietnam,5.353499889,0.718092382,,0.819133997,0.650835574,0.136488721,0.089848459,1.685977936,2020
Indonesia,5.285600185,0.891720712,,0.610437036,0.568161428,0.542646527,0.038278613,1.479573488,2020
Benin,5.21600008,0.366244704,,0.328062952,0.40583989,0.196670428,0.125931874,3.440809727,2020
Azerbaijan,5.164800167,0.990272701,,0.731134057,0.467734724,0.040113214,0.247307181,1.507632971,2020
Ghana,5.147999763,0.575862467,,0.432162255,0.477290064,0.261291206,0.056570381,2.378437281,2020
Nepal,5.137199879,0.444050372,,0.66887939,0.480608255,0.300971806,0.127502963,2.014386892,2020
Turkey,5.131800175,1.127169251,,0.781335294,0.25440076,0.085885569,0.120983243,1.564816713,2020
China,5.123899937,0.990533412,,0.867248535,0.601605117,0.079021044,0.117255554,1.336181879,2020
Turkmenistan,5.119100094,1.008963585,,0.612448037,0.515236676,0.323129326,0.03350389,1.115337372,2020
Bulgaria,5.101500034,1.046554685,,0.777776897,0.417820066,0.103833713,,1.294961452,2020
Morocco,5.094799995,0.75862211,,0.745096922,0.450054139,0.040032551,0.077385604,2.378402472,2020
Cameroon,5.084899902,0.503958046,,0.270189553,0.439242482,0.198020101,0.054393422,2.719370842,2020
Venezuela,5.053199768,0.770238638,,0.76702553,0.271717221,0.087179154,0.063624777,1.74484086,2020
Algeria,5.005099773,0.943856001,,0.745418549,0.083943799,0.118915014,0.129190654,1.840811729,2020
Senegal,4.980800152,0.504061818,,0.518391907,0.352400899,0.164397135,0.081865937,2.405123949,2020
Guinea,4.949299812,0.390007734,,0.333655238,0.371878058,0.249490842,0.112204559,2.740729809,2020
Niger,4.909599781,0.108330332,,0.298816353,0.435311615,0.208176896,0.137554765,3.017630577,2020
Albania,4.882699966,0.906653047,,0.846329629,0.461945891,0.171027765,0.025361285,1.640897036,2020
Cambodia,4.848400116,0.544634938,,0.587904334,0.674940348,0.233342081,0.072837502,1.663300037,2020
Bangladesh,4.832799911,0.556156278,,0.694940507,0.604130566,0.176745117,0.176735908,1.755261898,2020
Gabon,4.829299927,0.988044381,,0.522574842,0.369459897,0.052013602,0.055804539,1.735027552,2020
South Africa,4.814099789,0.902140439,,0.407034069,0.43478182,0.126406848,0.05950214,1.625117302,2020
Iraq,4.784800053,0.982018709,,0.529350698,0.283588052,0.153002068,0.073164992,1.752173662,2020
Lebanon,4.771500111,0.889232516,,0.788671136,0.18551667,0.158524141,0.021518147,1.53554225,2020
Burkina Faso,4.768700123,0.302467644,,0.312833875,0.322398156,0.186390609,0.126408055,2.588826418,2020
Mali,4.729300022,0.352462649,,0.234981522,0.377534449,0.16966705,0.062146276,2.559335232,2020
Nigeria,4.724100113,0.645901859,,0.167835936,0.435079455,0.221328124,0.047589935,2.219635487,2020
Armenia,4.676799774,0.808262408,,0.77585727,0.378075808,0.107225738,0.104618184,1.468161583,2020
Georgia,4.672599792,0.847198069,,0.694657624,0.485494107,0.047609735,0.174088076,1.69239831,2020
Iran,4.672399998,1.029322505,,0.749053836,0.301195472,0.27697894,0.142651513,1.286969423,2020
Jordan,4.633399963,0.785179198,,0.777624726,0.424855083,0.091494769,0.151878625,1.262258053,2020
Kenya,4.583000183,0.476413399,,0.536312759,0.519180536,0.393902093,0.067201078,1.684904575,2020
Ukraine,4.56069994,0.780434608,,0.698674381,0.319423705,0.178551316,0.00965116,1.252669334,2020
Liberia,4.557899952,0.174103007,,0.392284274,0.405943096,0.226967871,0.051139876,2.386757851,2020
Uganda,4.43200016,0.312337428,,0.378311664,0.401682556,0.264807373,0.063818842,1.958671093,2020
Chad,4.422699928,0.302287489,,0.1087441,0.228601769,0.210805088,0.085755408,2.74742651,2020
Tunisia,4.392199993,0.874742687,,0.781156719,0.235860556,0.055881143,0.043899573,1.528496742,2020
Mauritania,4.374599934,0.539684892,,0.425184816,0.185714483,0.128899664,0.122257635,1.85955739,2020
Sri Lanka,4.327000141,0.897986948,,0.792036712,0.528632462,0.252666146,0.049444564,0.611288548,2020
Myanmar,4.308000088,0.67809093,,0.495443076,0.597478867,0.569813728,0.187530354,0.681462526,2020
Togo,4.187200069,0.268116266,,0.342731178,0.303539038,0.200774252,0.114826456,2.409595251,2020
Ethiopia,4.186200142,0.315125644,,0.483846247,0.41256687,0.227698103,0.117437035,1.628459215,2020
Madagascar,4.165599823,0.244553208,,0.500617027,0.192967549,0.191190064,0.076248638,2.136298418,2020
Egypt,4.151400089,0.875228941,,0.596911311,0.373684734,0.068801254,0.095461793,1.158818245,2020
Sierra Leone,3.926399946,0.240560383,,0.203953966,0.382027686,0.257647008,0.047940936,2.046271801,2020
Burundi,3.775300026,0,,0.295212835,0.275399059,0.187401786,0.212186828,2.401507378,2020
Zambia,3.759399891,0.536833763,,0.36359334,0.49131754,0.250620902,0.086705238,1.134339333,2020
Haiti,3.720799923,0.284734428,,0.37436673,0.169297516,0.463909656,0.161935672,1.619916916,2020
India,3.573299885,0.730576158,,0.54057014,0.581142247,0.237072483,0.105587982,0.734130859,2020
Malawi,3.538000107,0.176534727,,0.446163297,0.487389833,0.213185057,0.131633952,1.552718282,2020
Yemen,3.527400017,0.392701775,,0.41500017,0.243721485,0.094689012,0.087352127,1.116472721,2020
Botswana,3.478899956,0.997548997,,0.494101733,0.50908941,0.033407487,0.101786368,0.257240534,2020
Tanzania,3.476200104,0.457163125,,0.442677855,0.509343088,0.27154091,0.203880861,0.718963385,2020
Rwanda,3.312299967,0.343242675,,0.572383285,0.604087889,0.235704988,0.485542476,0.548444986,2020
Zimbabwe,3.299200058,0.425564021,,0.375037611,0.37740472,0.151349187,0.080928579,0.841031075,2020
Afghanistan,2.566900015,0.30070585,,0.266051531,,0.135234714,0.001225785,1.507235646,2020
